source_project,generated_at_utc,child_schema,child_table,child_column,parent_schema,parent_table,parent_column,constraint_name,child_tenant_scope,authenticated_insert_privilege,authenticated_update_privilege,authenticated_delete_privilege,anon_insert_privilege,anon_update_privilege,anon_delete_privilege,rls_enabled,effective_policy_names,policy_business_predicate,trigger_names,trigger_mentions_child_and_business,composite_same_business_fk,exploitability_rank,exploitability_reason,same_business_assessment,recommended_remediation
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","consultant_commission_accruals","invoice_id","public","billing_provider_invoices","id","consultant_commission_accruals_invoice_id_fkey","direct:business_id","f","f","f","f","f","f","t","","f","consultant_commission_accruals_guard","t","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","A trigger mentions the child reference and business; no composite FK is present, so the trigger must be manually verified as a complete invariant.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","consultant_commission_adjustments","accrual_id","public","consultant_commission_accruals","id","consultant_commission_adjustments_accrual_id_fkey","derived:parent.business_id","f","f","f","f","f","f","t","","f","consultant_commission_adjustments_append_only","f","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","No catalog-level same-business proof found.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","consultant_commission_adjustments","billing_adjustment_id","public","billing_adjustments","id","consultant_commission_adjustments_billing_adjustment_id_fkey","derived:parent.business_id","f","f","f","f","f","f","t","","f","consultant_commission_adjustments_append_only","f","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","No catalog-level same-business proof found.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","consultant_payout_lines","accrual_id","public","consultant_commission_accruals","id","consultant_payout_lines_accrual_id_fkey","derived:parent.business_id","f","f","f","f","f","f","t","","f","","f","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","No catalog-level same-business proof found.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","customer_birthday_activation_operations","entitlement_id","public","customer_birthday_entitlements","id","customer_birthday_activation_operations_entitlement_id_fkey","direct:business_id","f","f","f","f","f","f","t","","f","trg_c45_birthday_activation_operations_immutable;trg_ps1b_emit_birthday_activated","t","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","A trigger mentions the child reference and business; no composite FK is present, so the trigger must be manually verified as a complete invariant.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","customer_birthday_entitlements","birthday_program_version_id","public","birthday_program_versions","id","customer_birthday_entitlements_birthday_program_version_id_fkey","direct:business_id","f","f","f","f","f","f","t","","f","trg_c45_entitlement_guard","t","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","A trigger mentions the child reference and business; no composite FK is present, so the trigger must be manually verified as a complete invariant.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","customer_birthday_redemptions","entitlement_id","public","customer_birthday_entitlements","id","customer_birthday_redemptions_entitlement_id_fkey","direct:business_id","f","f","f","f","f","f","t","","f","trg_c45_redemption_guard;trg_customer_birthday_redemptions_branch_module_v94","t","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","A trigger mentions the child reference and business; no composite FK is present, so the trigger must be manually verified as a complete invariant.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","customer_birthday_redemptions","original_redemption_id","public","customer_birthday_redemptions","id","customer_birthday_redemptions_original_redemption_id_fkey","direct:business_id","f","f","f","f","f","f","t","","f","trg_c45_redemption_guard;trg_customer_birthday_redemptions_branch_module_v94","t","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","A trigger mentions the child reference and business; no composite FK is present, so the trigger must be manually verified as a complete invariant.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","customer_gift_intents_v515","benefit_id","public","tier_benefits_v365","id","customer_gift_intents_v515_benefit_id_fkey","direct:business_id","f","f","f","f","f","f","t","","f","trg_customer_gift_intents_v515_guard","t","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","A trigger mentions the child reference and business; no composite FK is present, so the trigger must be manually verified as a complete invariant.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","customer_gift_intents_v515","client_id","public","clients","id","customer_gift_intents_v515_client_id_fkey","direct:business_id","f","f","f","f","f","f","t","","f","trg_customer_gift_intents_v515_guard","t","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","A trigger mentions the child reference and business; no composite FK is present, so the trigger must be manually verified as a complete invariant.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","customer_identity_attribution_events_v111","decision_id","public","customer_identity_decisions_v111","id","customer_identity_attribution_events_v111_decision_id_fkey","direct:business_id","f","f","f","f","f","f","t","","f","customer_identity_attribution_events_v111_append_only","f","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","No catalog-level same-business proof found.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","customer_identity_decisions_v111","prior_decision_id","public","customer_identity_decisions_v111","id","customer_identity_decisions_v111_prior_decision_id_fkey","direct:business_id","f","f","f","f","f","f","t","","f","customer_identity_decisions_v111_append_only","f","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","No catalog-level same-business proof found.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","customer_identity_decisions_v111","proof_id","public","customer_identity_proofs_v111","id","customer_identity_decisions_v111_proof_id_fkey","direct:business_id","f","f","f","f","f","f","t","","f","customer_identity_decisions_v111_append_only","f","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","No catalog-level same-business proof found.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","customer_identity_proposals_v111","target_link_id","public","customer_links","id","customer_identity_proposals_v111_target_link_id_fkey","direct:business_id","f","f","f","f","f","f","t","","f","customer_identity_proposals_v111_guard","t","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","A trigger mentions the child reference and business; no composite FK is present, so the trigger must be manually verified as a complete invariant.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","customer_intelligence_export_rows_v83","export_id","public","customer_intelligence_exports_v83","id","customer_intelligence_export_rows_v83_export_id_fkey","derived:parent.business_id","f","f","f","f","f","f","t","","f","","f","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","No catalog-level same-business proof found.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","customer_preference_audit","preference_id","public","customer_notification_preferences","id","customer_preference_audit_preference_id_fkey","direct:business_id","f","f","f","f","f","f","t","","f","customer_preference_audit_immutable_guard","f","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","No catalog-level same-business proof found.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","customer_redemption_intents_v89","completion_operation_id","public","loyalty_operations","id","customer_redemption_intents_v89_completion_operation_id_fkey","direct:business_id","f","f","f","f","f","f","t","","f","trg_customer_redemption_intents_v89_guard;trg_redemption_completion_branch_module_v94","f","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","No catalog-level same-business proof found.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","customer_redemption_intents_v89","quoted_config_version_id","public","firm_config_versions","id","customer_redemption_intents_v89_quoted_config_version_id_fkey","direct:business_id","f","f","f","f","f","f","t","","f","trg_customer_redemption_intents_v89_guard;trg_redemption_completion_branch_module_v94","t","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","A trigger mentions the child reference and business; no composite FK is present, so the trigger must be manually verified as a complete invariant.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","customer_redemption_intents_v89","quoted_program_id","public","loyalty_programs","id","customer_redemption_intents_v89_quoted_program_id_fkey","direct:business_id","f","f","f","f","f","f","t","","f","trg_customer_redemption_intents_v89_guard;trg_redemption_completion_branch_module_v94","t","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","A trigger mentions the child reference and business; no composite FK is present, so the trigger must be manually verified as a complete invariant.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","customer_redemption_intents_v89","quoted_reward_version_id","public","loyalty_reward_versions","id","customer_redemption_intents_v89_quoted_reward_version_id_fkey","direct:business_id","f","f","f","f","f","f","t","","f","trg_customer_redemption_intents_v89_guard;trg_redemption_completion_branch_module_v94","t","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","A trigger mentions the child reference and business; no composite FK is present, so the trigger must be manually verified as a complete invariant.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","customer_redemption_intents_v89","redemption_id","public","loyalty_redemptions","id","customer_redemption_intents_v89_redemption_id_fkey","direct:business_id","f","f","f","f","f","f","t","","f","trg_customer_redemption_intents_v89_guard;trg_redemption_completion_branch_module_v94","f","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","No catalog-level same-business proof found.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","customer_redemption_intents_v89","reward_id","public","loyalty_rewards","id","customer_redemption_intents_v89_reward_id_fkey","direct:business_id","f","f","f","f","f","f","t","","f","trg_customer_redemption_intents_v89_guard;trg_redemption_completion_branch_module_v94","t","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","A trigger mentions the child reference and business; no composite FK is present, so the trigger must be manually verified as a complete invariant.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","gift_cards","purchaser_client_id","public","clients","id","gift_cards_purchaser_client_id_fkey","direct:business_id","f","f","f","f","f","f","t","gift_cards_sa_read:SELECT","f","","f","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","No catalog-level same-business proof found.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","growth_delivery_dispatches_v110","delivery_id","public","growth_deliveries_v108","id","growth_delivery_dispatches_v110_delivery_id_fkey","direct:business_id","f","f","f","f","f","f","t","growth_delivery_dispatches_v110_finance_read:SELECT","t","growth_delivery_dispatches_v110_guard","t","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","RLS contains a business predicate and a trigger mentions the child reference/business; this is not equivalent to a composite FK and requires manual path review.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","growth_delivery_state_events_v110","delivery_id","public","growth_deliveries_v108","id","growth_delivery_state_events_v110_delivery_id_fkey","direct:business_id","f","f","f","f","f","f","t","growth_delivery_state_events_v110_finance_read:SELECT","t","growth_delivery_state_events_v110_immutable","f","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","RLS contains a business predicate for the child row, but no composite child-reference/business proof is present.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","growth_delivery_state_events_v110","dispatch_id","public","growth_delivery_dispatches_v110","id","growth_delivery_state_events_v110_dispatch_id_fkey","direct:business_id","f","f","f","f","f","f","t","growth_delivery_state_events_v110_finance_read:SELECT","t","growth_delivery_state_events_v110_immutable","f","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","RLS contains a business predicate for the child row, but no composite child-reference/business proof is present.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","growth_entitlements_v108","delivery_id","public","growth_deliveries_v108","id","growth_entitlements_v108_delivery_id_fkey","direct:business_id","f","f","f","f","f","f","t","growth_entitlements_v108_finance_read:SELECT;growth_entitlements_v108_sa_read:SELECT","t","growth_entitlements_v108_guard","f","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","RLS contains a business predicate for the child row, but no composite child-reference/business proof is present.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","growth_execution_members_v108","recommendation_member_id","public","growth_recommendation_members_v108","id","growth_execution_members_v108_recommendation_member_fk","direct:business_id","f","f","f","f","f","f","t","growth_execution_members_v108_finance_read:SELECT;growth_execution_members_v108_sa_read:SELECT","t","growth_execution_members_v108_immutable;growth_execution_members_v113_effective_identity","f","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","RLS contains a business predicate for the child row, but no composite child-reference/business proof is present.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","legacy_referral_provenance","referral_id","public","referrals","id","legacy_referral_provenance_referral_id_fkey","direct:business_id","f","f","f","f","f","f","t","legacy_referral_provenance_select:SELECT","t","trg_legacy_referral_provenance_append_only","f","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","RLS contains a business predicate for the child row, but no composite child-reference/business proof is present.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","legacy_referral_sale_candidates","referral_id","public","legacy_referral_provenance","referral_id","legacy_referral_sale_candidates_referral_id_fkey","direct:business_id","f","f","f","f","f","f","t","legacy_referral_sale_candidates_select:SELECT","t","trg_legacy_referral_candidates_append_only","f","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","RLS contains a business predicate for the child row, but no composite child-reference/business proof is present.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","loyalty_operations","reward_id","public","loyalty_rewards","id","loyalty_operations_reward_fk","direct:business_id","f","f","f","f","f","f","t","loyalty_operations_select:SELECT","t","trg_loyalty_operation_write_guard;trg_ps1b_emit_points_redeemed","t","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","RLS contains a business predicate and a trigger mentions the child reference/business; this is not equivalent to a composite FK and requires manual path review.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","loyalty_redemptions","client_id","public","clients","id","loyalty_redemptions_client_id_fkey","direct:business_id","f","f","f","f","f","f","t","loyalty_redemptions_read:SELECT;loyalty_redemptions_sa_read:SELECT;loyalty_redemptions_write:ALL","t","loyalty_redemptions_adoption_v100;trg_loyalty_redemptions_branch_module_v94;trg_loyalty_redemptions_config_version;trg_loyalty_redemptions_fence_v480;trg_loyalty_redemptions_immutable;trg_redemption_signal_v494","t","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","RLS contains a business predicate and a trigger mentions the child reference/business; this is not equivalent to a composite FK and requires manual path review.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","loyalty_redemptions","reward_id","public","loyalty_rewards","id","loyalty_redemptions_reward_id_fkey","direct:business_id","f","f","f","f","f","f","t","loyalty_redemptions_read:SELECT;loyalty_redemptions_sa_read:SELECT;loyalty_redemptions_write:ALL","t","loyalty_redemptions_adoption_v100;trg_loyalty_redemptions_branch_module_v94;trg_loyalty_redemptions_config_version;trg_loyalty_redemptions_fence_v480;trg_loyalty_redemptions_immutable;trg_redemption_signal_v494","f","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","RLS contains a business predicate for the child row, but no composite child-reference/business proof is present.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","loyalty_reward_versions","programme_id","public","business_programmes","id","loyalty_reward_versions_programme_fk","direct:business_id","f","f","f","f","f","f","t","loyalty_reward_versions_read:SELECT;loyalty_reward_versions_sa_read:SELECT","t","trg_loyalty_reward_versions_immutable;trg_loyalty_reward_versions_programme_default_v313;trg_loyalty_reward_versions_programme_tenant_v313;trg_loyalty_reward_versions_snapshot","t","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","RLS contains a business predicate and a trigger mentions the child reference/business; this is not equivalent to a composite FK and requires manual path review.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","loyalty_rewards","programme_id","public","business_programmes","id","loyalty_rewards_programme_fk","direct:business_id","f","f","f","f","f","f","t","loyalty_rewards_read:SELECT;loyalty_rewards_sa_read:SELECT;loyalty_rewards_write:ALL","t","trg_loyalty_rewards_programme_default_v313;trg_loyalty_rewards_programme_tenant_v313","t","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","RLS contains a business predicate and a trigger mentions the child reference/business; this is not equivalent to a composite FK and requires manual path review.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","memberships","client_id","public","clients","id","memberships_client_id_fkey","direct:business_id","f","f","f","f","f","f","t","memberships_sa_read:SELECT;memberships_v41_read:SELECT","t","trg_audit_memberships;trg_ps1b_emit_membership_renewed","t","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","RLS contains a business predicate and a trigger mentions the child reference/business; this is not equivalent to a composite FK and requires manual path review.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","memberships","plan_id","public","membership_plans","id","memberships_plan_id_fkey","direct:business_id","f","f","f","f","f","f","t","memberships_sa_read:SELECT;memberships_v41_read:SELECT","t","trg_audit_memberships;trg_ps1b_emit_membership_renewed","t","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","RLS contains a business predicate and a trigger mentions the child reference/business; this is not equivalent to a composite FK and requires manual path review.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","onboarding_interventions_v513","checklist_id","public","business_onboarding_checklists","id","onboarding_interventions_v513_checklist_id_fkey","direct:business_id","f","f","f","f","f","f","t","","f","onboarding_interventions_v513_immutable","f","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","No catalog-level same-business proof found.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","package_plans","service_id","public","services","id","package_plans_service_id_fkey","direct:business_id","f","f","f","f","f","f","t","package_plans_read_v102:SELECT;package_plans_sa_read:SELECT","t","","f","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","RLS contains a business predicate for the child row, but no composite child-reference/business proof is present.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","package_plans","supersedes_plan_id","public","package_plans","id","package_plans_supersedes_plan_id_fkey","direct:business_id","f","f","f","f","f","f","t","package_plans_read_v102:SELECT;package_plans_sa_read:SELECT","t","","f","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","RLS contains a business predicate for the child row, but no composite child-reference/business proof is present.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","platform_application_decision_receipts_v105","invitation_id","public","business_application_invitations_v95","id","platform_application_decision_receipts_v105_invitation_id_fkey","derived:parent.business_id","f","f","f","f","f","f","t","","f","","f","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","No catalog-level same-business proof found.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","platform_billing_event_preparations_v156","event_pk","public","billing_provider_events","id","platform_billing_event_preparations_v156_event_pk_fkey","derived:parent.business_id","f","f","f","f","f","f","t","","f","","f","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","No catalog-level same-business proof found.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","platform_manual_payments_v156","invoice_document_id","public","platform_subscription_documents_v156","id","platform_manual_payments_v156_invoice_document_id_fkey","derived:parent.business_id","f","f","f","f","f","f","t","","f","platform_manual_payments_v510_crm_handoff;zz_platform_manual_payments_v512_commission","t","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","A trigger mentions the child reference and business; no composite FK is present, so the trigger must be manually verified as a complete invariant.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","platform_retention_holds_v574","campaign_id","public","bringback_campaigns_v361","id","platform_retention_holds_v574_campaign_id_fkey","direct:business_id","f","f","f","f","f","f","t","platform_retention_holds_v574_read:SELECT","t","","f","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","RLS contains a business predicate for the child row, but no composite child-reference/business proof is present.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
